latDeg,lngDeg
37.33718287830991,-121.88844037404698
37.33766451149369,-121.88742761456349
37.337637762235794,-121.88737889845706
37.33581884269718,-121.88607729254966
37.33533816850473,-121.88706441287066
37.3357760779497,-121.88601149881855
37.33304443316214,-121.88399100353853
37.33246188940694,-121.88492439280078
37.332919062273994,-121.88386917987444
37.3315140349162,-121.8828570559805
37.32957292857837,-121.88284021045702
37.32961195289872,-121.88284021151098
37.32909277925672,-121.8838527889701
37.33049690948182,-121.88492123335303
37.3286135538168,-121.88489374274695
37.32907317925913,-121.88389468751376
37.32836880841148,-121.88534060705506
37.328601230416716,-121.88492438409857
37.328925632322154,-121.88604397458779
37.32837322202553,-121.88536181984621
37.3289478336302,-121.886071177337
37.3294559365596,-121.88669910011153
37.32958917783647,-121.88685598149647
37.32960304816021,-121.88684339697167
37.32961696685843,-121.88688839282946
37.33082931257707,-121.88830284397628
37.329466926704704,-121.89112480196799
37.33087126554245,-121.88830320140532
37.330862097957734,-121.88832749972542
37.331030355792855,-121.88831122687638
37.33162890891751,-121.88874185825162
37.333208491112984,-121.89007187816252
37.33352421451608,-121.89063269327012
37.33430028533518,-121.88924397646508
37.33364213229405,-121.89067635127687
37.333647517440845,-121.890719500283
37.334580549721075,-121.8913909694995
37.33421457695569,-121.89220698034043
37.33460309704163,-121.89139673069583
37.33482934640249,-121.89093015296487
37.33484606900949,-121.88809240679186
37.33482443041868,-121.88810396115764
37.33419650332734,-121.88763312170552
37.33206044761094,-121.88609476925049
37.3325520216152,-121.88504680520349
37.33197673640281,-121.88597368728833
37.3319390210407,-121.88597266128194
37.328628624633204,-121.88494195256142
37.32999622774276,-121.8859825289665
37.33001701668106,-121.88602137544696
37.3300536538705,-121.88602505492369
37.331420150864545,-121.8870523779638
37.3314582402054,-121.88705240517928
37.33155144087623,-121.88717781777699
37.33161735639005,-121.88719583522959
37.33433332111978,-121.8892283362646
37.3352735673406,-121.88996692332158
37.331034294572696,-121.88386959908502
37.330536043478986,-121.88492130423535
37.331014319481234,-121.88391171101753
37.330034359977006,-121.88598236765854
37.33051590225101,-121.8849634963762
37.33105130042803,-121.8839130779527
37.3326053443335,-121.88505772865719
37.3347550963625,-121.88664988036622
37.335318645232,-121.8871056934815
37.33564649566645,-121.8946163509427
37.334282422895356,-121.89464963488277
37.335330227351236,-121.89538702916883
37.33581962264331,-121.89679572044288
37.33619053958804,-121.89606032818173
37.33334363871607,-121.89655961033415
37.3338797491297,-121.8954201469521
37.33332276938535,-121.89663794584901
37.331375817743364,-121.89655334810298
37.33218484584472,-121.89911892950178
37.3340595480694,-121.90045331055154
37.332119618447706,-121.90024732032967
37.336472712980274,-121.89843466789159
37.33455849691793,-121.8969201124162
37.33455257702272,-121.89690278348846
37.33463413107156,-121.8938653791851
37.333746066478696,-121.89325186539968
37.33506426448796,-121.89286345419183
37.32946898411461,-121.88671515095685
37.334590167660664,-121.89142258677279
37.33482585516685,-121.88813502340108
37.331450604704905,-121.88707577439237
37.33155995398361,-121.88715314295855
37.33649259524471,-121.89538870825022
37.336218520264225,-121.89606010576314
37.33062641508345,-121.89594918654105
37.33414442525937,-121.90037313579157
37.33524537807916,-121.89804905874774
37.33530932230968,-121.89789627518373
37.33536575507219,-121.89665031225539
37.334911100821806,-121.8961870125143
37.33535068562783,-121.89658109500532
37.335295589750544,-121.89540778283782
37.33578792672392,-121.89681226759053
37.33485162192993,-121.89619031068763
37.33387367143155,-121.89535746474797
37.334173291512826,-121.8948184117637
37.33390400194254,-121.89537298505938
37.33414878823078,-121.89478387058693
37.333299220026454,-121.89426364745277
37.33427117879279,-121.89461476115649
37.33459646486936,-121.89388362600407
37.33457169122107,-121.8938354246335
37.33506233576028,-121.89291483648275
37.33462905625026,-121.89381260559448
37.335192747125745,-121.89295765867419
37.33508661058276,-121.89287959944461
37.33509835907844,-121.89284420607316
37.33545492593279,-121.89209863731986
37.334242165681694,-121.89224879904852
37.33553835113123,-121.89211778563649
37.33570834994962,-121.89157149612971
37.33709955958578,-121.89328949767444
37.33463509032555,-121.89143088512485
37.33543577110428,-121.89204018932381
37.33548054272592,-121.89204570499206
37.33486916891809,-121.89094626657122
37.33614831899297,-121.89062955948167
37.33573630631303,-121.89151255239071
37.336226389288214,-121.89063550411387
37.33531810352953,-121.88997266788634
37.33618658285846,-121.89054678379391
37.336664611124846,-121.88953061345805
37.336610544719406,-121.88943182770106
37.33670332673281,-121.88944470622576
37.33715232629217,-121.88850197221676
37.33540196417715,-121.88714009266953
37.33719285661983,-121.88841924809395
37.33765472298738,-121.88744882912698
37.33760122447159,-121.8873513969141
37.335808885394364,-121.88609788509932
37.33534813700946,-121.88704382574133
37.33572296667332,-121.88596678181945
37.33303476632427,-121.88401220707706
37.33247217881388,-121.88490348560158
37.33289061191667,-121.88384806704408
37.3315041698324,-121.88287821196099
37.32956295715675,-121.88286132091403
37.32964100579744,-121.88286132302196
37.32910295851344,-121.88383177794022
37.330467791402754,-121.88490020485064
37.3286221076336,-121.8848724854939
37.329063758518274,-121.88391557502752
37.32837601682297,-121.88533351411012
37.328597460833436,-121.88493376819714
37.328914264644304,-121.88602964917558
37.32838484405107,-121.88537593969244
37.3289586672604,-121.886084054674
37.3294453731192,-121.88668600022304
37.32958665567293,-121.88685306299296
37.329614396320416,-121.88682789394333
37.32964223371687,-121.88691788565895
37.330799725154144,-121.88827768795254
37.32949555150363,-121.89106775895107
37.3308836310849,-121.88827840281063
37.330865295915466,-121.88832699945085
37.331041911585714,-121.88831945375276
37.33166271783501,-121.88876741650326
37.333211782225966,-121.89008485632503
37.33352632903216,-121.89063418654023
37.33428687067036,-121.88927395293017
37.3336564645881,-121.89064680255375
37.333667234881695,-121.89073310056598
37.334562399442156,-121.89137533899898
37.334222453911366,-121.89219066068087
37.33460749408325,-121.89138686139167
37.334824492804984,-121.89093980592975
37.334855838018974,-121.88807181358371
37.33481256083735,-121.88809492231529
37.334153206654676,-121.88760114341102
37.33205079522188,-121.88611663850098
37.3325425432304,-121.88506791040697
37.331986372805616,-121.88595267457664
37.33191088016268,-121.88595070289058
37.328652249266405,-121.88496890512282
37.329967439425204,-121.88596117957378
37.33000903336213,-121.88603885089391
37.330082331446235,-121.88604617768772
37.331391905026685,-121.88703068194961
37.3314681804108,-121.88703061035854
37.33154068175246,-121.88720083555397
37.33167101672597,-121.88723882279153
37.33435294223955,-121.88924267252919
37.335264734681196,-121.88998644664318
37.331044689145386,-121.88384869817001
37.33054608695798,-121.88490030847068
37.33100473896248,-121.88393292203504
37.330043719954006,-121.88596083531708
37.33050580450201,-121.8849846927524
37.33107868553428,-121.88393567442678
37.33264916419535,-121.88508979077287
37.33476679272499,-121.88665876073243
37.335309090463994,-121.887126386963
37.335625691332915,-121.89460030188539
37.334308145790715,-121.89465286976552
37.3353481140998,-121.8954002140699
37.33583113190773,-121.89678303686895
37.33618317917607,-121.89607585636347
37.33335427743215,-121.89653562066832
37.33386719825939,-121.89544319390421
37.333312538770684,-121.896692291698
37.33149763562553,-121.89658174522366
37.33217697091525,-121.89914069273574
37.3340240961388,-121.90043312110308
37.332160236895405,-121.90025114065935
37.336467825960554,-121.89836163578317
37.33461859383586,-121.8969309248324
37.334606754045446,-121.89689626697692
37.33465686214313,-121.89387855837022
37.3337634329574,-121.89326463079937
37.33504652897592,-121.89285070838366
37.32947146822923,-121.88671810191369
37.33458163532132,-121.89143857354559
37.3348154103337,-121.88815704680215
37.33145290940981,-121.88707734878473
37.33155770796721,-121.8871514859171
37.33648619048941,-121.89540191650045
37.33623914052845,-121.89607541152627
37.3307011301669,-121.89598227308208
37.334169137889056,-121.90032295368734
37.33522101723774,-121.89809941254312
37.33531427707555,-121.89786955285098
37.33536378260828,-121.89667741838309
37.33491945123271,-121.89617006877144
37.33534117844175,-121.89657359250798
37.33528723462582,-121.89542472425674
37.33577814008587,-121.8968144513858
37.33483023289489,-121.89617501603145
37.33386435714732,-121.89533764712196
37.33416743726924,-121.89483046764555
37.33390985291381,-121.89536092758907
37.334130682346164,-121.8947786558804
37.33331638003968,-121.89427722117917
37.334278418189186,-121.89459894173474
37.33458899730403,-121.8938993390061
37.33455183683161,-121.89382703695024
37.33505250364042,-121.89293415472412
37.33463788437539,-121.89379280839171
37.33519042068861,-121.89295598801128
37.335088915874145,-121.8928812991669
37.33510653861766,-121.89282820910974
37.33544698889918,-121.8921147559798
37.33425989852254,-121.89226154857278
37.33557216981565,-121.89214342067851
37.335703374924435,-121.89158179419458
37.3370669049541,-121.89326241101516
37.33465295068831,-121.89144348811571
37.33541825665642,-121.8920270839857
37.33548541408888,-121.89203535748808
37.334886716021806,-121.8909590637158
37.33613932848945,-121.8906487392225
37.335745309469544,-121.89149337858606
37.33625643393232,-121.8906576561708
37.335335745589866,-121.88998559334554
37.33619672428769,-121.89052457569086
37.33665446668727,-121.88955282018706
37.336573479442585,-121.8894044894661
37.33671255317955,-121.88942396533893
37.337142039438255,-121.88852220832513
37.33543885115399,-121.88716763245444
37.33720292822365,-121.88839816678872
37.33764493448106,-121.88747004369047
37.33756475338678,-121.88732380709654
37.33579891009777,-121.8861184689331
37.33535810551419,-121.88702323861199
37.33566747249226,-121.88592503068462
37.33302510510768,-121.88403341317293
37.332482526681986,-121.88488260756748
37.33286200858273,-121.88382715579874
37.33149431705799,-121.88289937367063
37.32955298573513,-121.88288243137106
37.32966995148928,-121.882882580367
37.32911313777016,-121.88381076691032
37.33043886459016,-121.8848789139374
37.3286306614504,-121.88485122824083
37.32905433777741,-121.88393646254127
37.328383225234454,-121.88532642116517
37.32859369125015,-121.8849431522957
37.328902896966454,-121.88601532376337
37.328396466076605,-121.88539005953865
37.3289695008906,-121.88609693201099
37.329434809678794,-121.88667290033456
37.32958413350939,-121.88685014448943
37.32962574448062,-121.88681239091501
37.32966705417315,-121.88694775326736
37.33077140758142,-121.88825113114852
37.329521873951535,-121.8910096102707
37.33089599662735,-121.88825360421595
37.3308684938732,-121.88832649917627
37.33105346737857,-121.88832768062915
37.331696526752516,-121.88879297475488
37.33321507333895,-121.89009783448755
37.33352844354824,-121.89063567981034
37.334273321494166,-121.88930386840613
37.33367079688215,-121.89061725383061
37.33368695232254,-121.89074670084898
37.334543542261116,-121.89136062213929
37.33423033086705,-121.8921743410213
37.33461189112488,-121.8913769920875
37.334819639207474,-121.89094945889464
37.33486561410119,-121.88805122375473
37.33480069125603,-121.88808588347293
37.33410998370459,-121.88756906586949
37.33204114283282,-121.88613850775147
37.3325330648456,-121.88508901561046
37.331996009208424,-121.88593166186497
37.33188241975445,-121.88592915902342
37.32867685319375,-121.88499486323293
37.329938839872035,-121.88593957823173
37.330001050043194,-121.88605632634086
37.33011092733047,-121.88606741088581
37.33136354152432,-121.88700913927512
37.3314781206162,-121.88700881553781
37.331529226761035,-121.88722348769436
37.331723741677116,-121.88728294727895
37.334372563359324,-121.88925700879379
37.3352559020218,-121.89000596996476
37.33105515029818,-121.8838278307879
37.33055613043697,-121.88487931270602
37.33099515844371,-121.88395413305257
37.33005307993101,-121.88593930297561
37.33049570675302,-121.88500588912858
37.33110696609244,-121.88395711980013
37.332692971129305,-121.885121870564
37.33477848908749,-121.88666764109865
37.335299535695995,-121.8871470804445
37.33560488699937,-121.8945842528281
37.33433386868607,-121.89465610464829
37.335366000848374,-121.89541339897094
37.33584072991612,-121.89676878280542
37.336175818764104,-121.8960913845452
37.33336491614822,-121.89651163100247
37.33385464738909,-121.89546624085632
37.333301148998686,-121.89674626269766
37.33162040662426,-121.89660593215974
37.33216983137625,-121.89916271530166
37.33398736235029,-121.90041619585409
37.332200895774506,-121.90025449077949
37.33646293894083,-121.89828860367477
37.33467869075379,-121.8969417372486
37.334660931068164,-121.89688975046538
37.33467959321469,-121.89389173755532
37.333780800271136,-121.89327739506231
37.335028793463884,-121.89283796257548
37.32947395234384,-121.88672105287053
37.334573102981985,-121.8914545603184
37.334804965500545,-121.88817907020324
37.33145521411472,-121.8870789231771
37.33155546195081,-121.88714982887565
37.33647978573411,-121.89541512475066
37.33625976079267,-121.89609071728941
37.33077584525036,-121.89601535962314
37.33419354970145,-121.90027262460505
37.335197298241525,-121.89815006593604
37.335317794926475,-121.89784262274233
37.33536181014438,-121.8967045245108
37.33492780089285,-121.89615312465862
37.335331671255666,-121.89656609001064
37.33527887950109,-121.89544166567566
37.33576828344137,-121.896816
37.33480884385985,-121.89615972137526
37.3338550428631,-121.89531782949595
37.33416158302565,-121.8948425235274
37.33391570388509,-121.89534887011875
37.33411257646155,-121.89477344117387
37.33333354005291,-121.89429079490556
37.33428565758558,-121.894583122313
37.33458152973871,-121.89391505200813
37.334531982442144,-121.893818649267
37.33504287351912,-121.89295357329779
37.33464731721578,-121.89377333576196
37.335188094251485,-121.89295431734838
37.33509122116552,-121.8928829988892
37.33511471815687,-121.89281221214632
37.33543905186556,-121.89213087463973
37.33427737947016,-121.89227464065186
37.335606411164314,-121.89216848937977
37.33569839989924,-121.89159209225944
37.337033191988475,-121.8932366361109
37.33467011080684,-121.89145705410635
37.335400742208556,-121.8920139786476
37.33549028545184,-121.89202500998411
37.33490436030107,-121.89097172723686
37.336130337985935,-121.89066791896333
37.33575431262606,-121.89147420478142
37.336286874764674,-121.89067925314076
37.3353533876502,-121.88999851880475
37.33620697124503,-121.89050241675525
37.336644335717956,-121.88957503293705
37.33653657074133,-121.88937693930397
37.33672226847993,-121.88940344870217
37.33713175258434,-121.8885424444335
37.335475725315476,-121.88719518939979
37.3372131212811,-121.88837714360771
37.33763514597475,-121.88749125825397
37.33752830964058,-121.88729618108631
37.33578892467631,-121.8861390478626
37.335368130691705,-121.88700267904952
37.3356119783112,-121.88588327954979
37.33301547222142,-121.88405463215743
37.33249304153154,-121.88486181283707
37.332833405248785,-121.88380624455338
37.331484482368566,-121.88292054379752
37.32954301431351,-121.88290354182807
37.3296987694727,-121.88290401143443
37.32912331702688,-121.88378975588043
37.33040993777756,-121.88485762302416
37.328639215671764,-121.88482997115065
37.32904491703654,-121.88395735005503
37.32839043364594,-121.88531932822023
37.32858992166687,-121.88495253639428
37.328891529288605,-121.88600099835115
37.32840808810214,-121.88540417938486
37.32898033452081,-121.88610980934799
37.329424246238396,-121.88665980044607
37.32958161134586,-121.88684722598592
37.32963709264083,-121.88679688788669
37.329691727408516,-121.88697774447577
37.33074347805054,-121.88822414629296
37.329548196399436,-121.89095146159033
37.3309083621698,-121.88822880562125
37.33087169183093,-121.88832599890169
37.33106502317142,-121.88833590750554
37.33173033567002,-121.88881853300651
37.33321836445193,-121.89011081265006
37.33353055806432,-121.89063717308046
37.334259613140105,-121.8893337117089
37.3336851291762,-121.89058770510749
37.33370666753809,-121.89076030435727
37.33452385555286,-121.8913469774081
37.33423820782273,-121.89215802136175
37.3346162881665,-121.89136712278334
37.33481480312068,-121.89095912060047
37.33487549693337,-121.88803068492817
37.3347888216747,-121.88807684463058
37.33406686250962,-121.88753685134286
37.33203149044377,-121.88616037700196
37.3325235864608,-121.88511012081395
37.33200565710547,-121.88591065443894
37.33185395934622,-121.88590761515626
37.328704165400275,-121.88501807114613
37.32991026194392,-121.88591794802403
37.329993066724256,-121.8860738017878
37.330139516195665,-121.8860886535758
37.33133517802195,-121.88698759660063
37.3314880608216,-121.88698702071707
37.33151702638485,-121.8872457501869
37.33177626325607,-121.88732731895772
37.334391930655485,-121.88927168165641
37.33524696817732,-121.89002544687592
37.331065527119584,-121.88380692388006
37.330566173915955,-121.88485831694135
37.33098557792495,-121.8839753440701
37.33006243990801,-121.88591777063415
37.33048560900402,-121.88502708550477
37.33113558101208,-121.8839781372638
37.33273677806325,-121.88515395035516
37.33479018544998,-121.88667652146486
37.33528998092799,-121.88716777392601
37.33558394104526,-121.8945683890971
37.334359591581425,-121.89465933953106
37.33538383105162,-121.89542666008069
37.33585032792452,-121.8967545287419
37.336168458352134,-121.89610691272694
37.33337555486429,-121.89648764133663
37.333842356504974,-121.89548942469318
37.33327762133605,-121.89679630853537
37.33174341643044,-121.89662883333277
37.332162691837254,-121.89918473786757
37.33394764566508,-121.9004068664314
37.33224157016639,-121.9002576604889
37.3364518575498,-121.89821636449098
37.33473878767172,-121.89695254966479
37.33471519243839,-121.89688668326401
37.33470232428625,-121.89390491674042
37.333798174384626,-121.89329015006885
37.335011057951846,-121.8928252167673
37.32947643645846,-121.88672400382737
37.33456457064264,-121.89147054709119
37.334794520667394,-121.88820109360431
37.331457518819626,-121.88708049756946
37.33155321593441,-121.8871481718342
37.336473380978816,-121.89542833300088
37.33628039353128,-121.89610600618603
37.33085056033381,-121.89604844616417
37.334217949328036,-121.90022228956882
37.335174330989034,-121.89820107047468
37.335320612862816,-121.89781559142702
37.335359865081564,-121.89673163246339
37.33493615098685,-121.89613618075984
37.33532216406958,-121.8965585875133
37.335270524376355,-121.89545860709457
37.3357582561164,-121.896816
37.33478745482481,-121.89614442671908
37.33384572857887,-121.89529801186994
37.334155728782065,-121.89485457940924
37.33392155485636,-121.89533681264844
37.334094470576936,-121.89476822646733
37.33335070006614,-121.89430436863195
37.33429289698198,-121.89456730289123
37.33457406217339,-121.89393076501017
37.33451212805267,-121.89381026158375
37.33503342125619,-121.89297308021338
37.33465893671375,-121.89375503679211
37.33518576781436,-121.89295264668547
37.3350935264569,-121.89288469861151
37.33512274825601,-121.8927961416114
37.335431114831955,-121.89214699329966
37.33429483541051,-121.89228776673886
37.33564065251298,-121.89219355808103
37.33569342487405,-121.89160239032431
37.33699947902285,-121.89321086120663
37.33468727092538,-121.89147062009701
37.335383227760694,-121.8920008733095
37.335495156814794,-121.89201466248015
37.334922004580335,-121.89098439075791
37.33612136552756,-121.8906871071472
37.335763289411496,-121.89145501863457
37.33631705295409,-121.89070120455975
37.335371029710544,-121.89001144426395
37.3362174507354,-121.89048036616094
37.336634552968825,-121.8895974013578
37.33649966204008,-121.88934938914184
37.33673198378031,-121.8893829320654
37.33712146573043,-121.88856268054188
37.33551259947697,-121.88722274634515
37.33722329248889,-121.88835610985836
37.33762535746844,-121.88751247281746
37.337491865894386,-121.88726855507609
37.33577893925485,-121.8861596267921
37.33537817281405,-121.88698212772938
37.33555648413013,-121.88584152841494
37.33300583933516,-121.88407585114192
37.33250330621775,-121.88484089496795
37.33280480191485,-121.88378533330804
37.33147464767915,-121.88294171392444
37.329533030042896,-121.88292464620926
37.32972758745611,-121.88292544250187
37.32913342009275,-121.88376870836022
37.33038101096497,-121.88483633211092
37.328647775113225,-121.88480871616179
37.329035337474934,-121.88397816461324
37.328397642057425,-121.88531223527531
37.32858615208358,-121.88496192049284
37.328880161610755,-121.88598667293894
37.32841971012767,-121.88541829923108
37.328991168151006,-121.88612268668498
37.32941368279799,-121.88664670055759
37.329579089182324,-121.88684430748239
37.32964844080103,-121.88678138485837
37.32971640064388,-121.8870077356842
37.33071638230882,-121.88819637219113
37.32957451884734,-121.89089331290998
37.33092072771225,-121.88820400702657
37.33087488978866,-121.88832549862713
37.331076578400534,-121.88834413517357
37.331764144587524,-121.88884409125814
37.3332215794136,-121.89012380872694
37.3335326725804,-121.89063866635057
37.334245904786044,-121.88936355501167
37.33369901451291,-121.89055794547984
37.33372620324817,-121.89077416162698
37.3345041688446,-121.89133333267692
37.33424601084817,-121.89214166652646
37.33462068520813,-121.89135725347917
37.33481000564475,-121.89096880157999
37.334885379765545,-121.8880101461016
37.33477695209338,-121.88806780578821
37.334023741314645,-121.88750463681622
37.33202183805471,-121.88618224625245
37.332514108076005,-121.88513122601742
37.332015337019676,-121.88588966173612
37.33182549893798,-121.88588607128911
37.32873373196967,-121.88503830129837
37.32988168401581,-121.88589631781633
37.329985083405326,-121.88609127723475
37.330168105060864,-121.88610989626578
37.331306814519586,-121.88696605392613
37.331498001027,-121.88696522589635
37.33150615640958,-121.88726871582296
37.33182878483502,-121.88737169063648
37.33441115025064,-121.88928655172522
37.33523793380129,-121.89004487767642
37.331075487173536,-121.88378581244443
37.33057618171363,-121.88483730416078
37.33097590685257,-121.88399651311671
37.33007212512526,-121.88589638628024
37.3304755177725,-121.8850482849834
37.33116419593171,-121.88399915472745
37.33278061476774,-121.88518598934499
37.33480188181248,-121.88668540183109
37.33528042615999,-121.88718846740751
37.33556299097926,-121.89455253074695
37.33438266262031,-121.89466904785137
37.335401634813216,-121.89543995682703
37.33585918821883,-121.89673981143757
37.33616109794017,-121.89612244090867
37.33338619358036,-121.89646365167079
37.333830457791194,-121.89551281501078
37.33325409367342,-121.89684635437307
37.33186668454365,-121.89665034375518
37.332155552298254,-121.89920676043349
37.33390792897986,-121.90039753700869
37.33228224455827,-121.9002608301983
37.336431760707754,-121.89814600812282
37.33479888458965,-121.89696336208098
37.334769623219074,-121.89689054394111
37.334724988339545,-121.89391819674105
37.333815548498116,-121.89330290507539
37.33499332243981,-121.89281247095913
37.32947892057307,-121.88672695478421
37.334556038303305,-121.89148653386398
37.334784061476576,-121.8882231101894
37.33145982352453,-121.88708207196183
37.33155096991802,-121.88714651479275
37.336467444552085,-121.89544175813369
37.33630106649419,-121.89612124069575
37.33092527541726,-121.89608153270522
37.33424234895461,-121.90017195453258
37.335151363736536,-121.89825207501335
37.33532098747868,-121.89778845172346
37.33535822558846,-121.89675876076659
37.33494450990631,-121.89611924121293
37.335312656883495,-121.89655108501596
37.33526216925163,-121.89547554851349
37.33574822879144,-121.896816
37.33476606578977,-121.89612913206288
37.333836414294645,-121.89527819424393
37.334149874538475,-121.8948666352911
37.33392740582763,-121.89532475517814
37.33407636469233,-121.8947630117608
37.33336786007936,-121.89431794235833
37.334300025627925,-121.89455143393407
37.3345667904653,-121.89394656936025
37.3344931389241,-121.89380035033051
37.335023968993255,-121.89299258712897
37.33466871432889,-121.89373572328101
37.33518344137723,-121.89295097602258
37.33509583174828,-121.89288639833381
37.33513043840381,-121.89277990371352
37.33542317779835,-121.89216311195959
37.33431229135086,-121.89230089282584
37.335674893861636,-121.8922186267823
37.33568844984886,-121.89161268838916
37.336965766057226,-121.89318508630235
37.33470443104391,-121.89148418608767
37.335365713748644,-121.89198776738904
37.335500028177755,-121.89200431497618
37.334939648859596,-121.89099705427897
37.336112402278886,-121.89070629964013
37.335772244269904,-121.89143582222547
37.33634671109967,-121.89072387146659
37.33538867177088,-121.89002436972315
37.33622775559503,-121.89045823347388
37.336624532535566,-121.88961965876238
37.336462753338836,-121.88932183897973
37.33674169908069,-121.88936241542864
37.33711167225045,-121.8885831597031
37.335549473638466,-121.8872503032905
37.33723344587739,-121.8883350674901
37.33761546335578,-121.88753363808712
37.33745542214819,-121.88724092906585
37.335768936741836,-121.8861801974113
37.33538820077967,-121.88696156950134
37.33550098994907,-121.88579977728011
37.33299598647272,-121.88409696874837
37.33251337191111,-121.88481987914793
37.33277619858091,-121.8837644220627
37.33146476978644,-121.88296286378417
37.329523040719806,-121.88294574820132
37.32975640543953,-121.88294687356931
37.329143410015384,-121.883747606652
37.33035208415237,-121.88481504119767
37.328656715001614,-121.88478762660554
37.32902562920639,-121.88399892004894
37.32840485046891,-121.88530514233037
37.3285823825003,-121.8849713045914
